DATE,PCC_SITENAME,PCC_AUDIENCE,PCC_UNIT_TYPE,PCC_PLATFORM_DEVICE,CREATIVE_NAME,CREATIVE_TYPE,CREATIVE_PLACEMENT,CAMPAIGN_GROUP,HEADLINE,BODY,COST,CLICKS,IMPRESSIONS,ENGAGEMENTS,LIKES,SHARES,LEADS,FOLLOWS,COMMENTS,REACTIONS,LANDING_PAGE_CLICKS
2022-06-28,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,5,0
2022-06-28,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0
2022-06-28,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,1,0,0,0,0,0,0,0
2022-06-26,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,3,0,0,0,5,0,0,0
2022-06-26,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,4,1,0,1,0,0,0,0,0,0,1
2022-06-27,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-06-27,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0
2022-06-27,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,6,0
2022-06-27,LINKEDIN,ClientCRMLAL,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0
2022-07-08,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-07-07,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-07-06,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,3,3,3,0,0,0,0,0,0,0
2022-07-10,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-07-05,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-07-11,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-07-12,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
